mort,category,geography,YEAR,SEX,deaths,population,crude_rate_per_100000,age_standardised_rate_per_100000,rate_ratio,premature_deaths,premature_deaths_percent,premature_deaths_asr_per_100000,potential_years_of_life_lost,pyll_rate_per_1000,potentially_avoidable_deaths,pad_percent,pad_asr_per_100000,median_age
LGA43790,Local Government Area (LGA),Loxton Waikerie,2021,Males,65,"6,206",1054.2,639.4,1.07,23,35.2,244.2,291,51.9,9,38.6,,81.6
SA4212,Statistical Area Level 4 (SA4),Melbourne - South East,2022,Males,"2,668","444,360",600.4,596.1,0.92,899,33.7,216.8,"14,546",34.7,406,45.2,97.9,80.8
LGA48050,Local Government Area (LGA),Victor Harbor,2023,Females,125,"8,839",1411.4,388.4,0.9,24,19.4,114.7,159,23.2,8,33.9,,86.7
LGA58820,Local Government Area (LGA),Waroona,2019,Persons,38,"4,254",893.3,567.5,1.09,15,39.5,,189,48.9,9,60.0,,81.0
SA351003,Statistical Area Level 3 (SA3),West Pilbara,2023,Persons,69,"32,313",213.5,,,52,75.4,,"1,348",42.0,29,55.8,,58.2
LGA34570,Local Government Area (LGA),Lockhart River,2023,Females,1,322,253.4,,,1,,,22,71.1,0,,,
SA350103,Statistical Area Level 3 (SA3),Manjimup,2023,Females,85,"12,547",677.5,415.6,0.96,17,20.0,,241,21.3,9,52.9,,90.1
SA312301,Statistical Area Level 3 (SA3),Camden,2020,Males,169,"35,576",475.0,662.3,1.14,63,37.3,195.8,"1,151",33.6,25,39.7,77.9,80.3
LGA56580,Local Government Area (LGA),Nedlands,2022,Males,68,"11,490",589.7,410.5,0.63,18,26.2,,290,27.6,9,51.9,,85.1
LGA15650,Local Government Area (LGA),Muswellbrook,2021,Females,45,"7,921",568.1,455.9,1.07,13,28.9,,305,41.3,6,46.2,,83.5
SA312103,Statistical Area Level 3 (SA3),Ku-ring-gai,2019,Males,341,"61,390",555.5,374.2,0.61,63,18.5,97.2,"1,033",18.3,34,54.0,54.3,85.2
LGA14500,Local Government Area (LGA),Ku-ring-gai,2019,Females,395,"65,141",605.8,308.0,0.7,67,17.0,90.9,985,16.8,27,40.2,38.9,89.0
LGA17900,Local Government Area (LGA),Walgett,2020,Persons,59,"5,702",1033.0,818.1,1.67,35,59.7,507.6,611,116.1,23,64.9,319.7,72.0
SA340703,Statistical Area Level 3 (SA3),Murray and Mallee,2021,Persons,712,"73,075",974.3,560.0,1.1,247,34.7,243.7,"3,402",52.0,122,49.4,129.7,81.3
SA312104,Statistical Area Level 3 (SA3),North Sydney - Mosman,2020,Females,219,"52,003",421.1,277.6,0.68,55,25.1,86.5,787,16.5,23,41.8,36.7,84.7
LGA15850,Local Government Area (LGA),Narromine,2020,Females,26,"3,208",798.5,498.7,1.22,6,23.1,,115,39.8,2,,,84.7
SA4302,Statistical Area Level 4 (SA4),Brisbane - North,2020,Persons,"1,379","226,900",607.8,456.3,0.93,422,30.6,182.4,"7,351",35.0,199,47.2,87.5,83.3
SA4116,Statistical Area Level 4 (SA4),Sydney - Blacktown,2019,Females,869,"191,051",454.9,507.9,1.16,331,38.1,187.2,"5,585",30.6,165,49.8,92.9,80.8
LGA13910,Local Government Area (LGA),Hilltops,2019,Males,101,"9,463",1066.2,695.4,1.13,44,43.2,317.2,444,51.5,24,55.7,188.3,77.3
LGA40310,Local Government Area (LGA),Barossa,2022,Females,119,"12,917",919.8,471.5,1.02,20,17.1,108.4,221,19.1,11,54.1,,86.6
SA310901,Statistical Area Level 3 (SA3),Albury,2021,Females,328,"34,052",963.2,564.6,1.32,92,28.0,215.9,"1,181",38.3,44,47.8,106.1,85.2
PHN306,Primary Health Network (PHN),"Central Queensland, Wide Bay, Sunshine Coast",2020,Males,"3,690","441,914",835.0,598.4,1.03,"1,473",39.9,262.7,"22,580",55.8,721,49.0,139.2,78.6
SA4317,Statistical Area Level 4 (SA4),Toowoomba,2021,Persons,"1,189","164,082",724.6,508.1,1.0,380,32.0,206.2,"6,282",41.8,186,48.9,106.2,82.4
SA320606,Statistical Area Level 3 (SA3),Stonnington - West,2019,Males,181,"33,164",545.8,490.4,0.79,61,33.7,191.4,823,26.5,33,54.1,103.1,82.6
SA4122,Statistical Area Level 4 (SA4),Sydney - Northern Beaches,2022,Females,"1,000","133,806",747.4,396.5,0.86,171,17.1,109.8,"2,487",20.7,65,38.0,42.3,88.1
LGA74050,Local Government Area (LGA),Tiwi Islands,2021,Males,14,"1,323",1058.2,,,13,92.9,,330,250.0,6,46.2,,56.0
LGA71300,Local Government Area (LGA),East Arnhem,2021,Males,27,"4,966",542.1,,,23,86.2,,619,125.3,13,55.2,,59.6
SEG8,Socioeconomic group,Unknown/missing,2022,Females,182,,,,,,,,,,,,,
SA340301,Statistical Area Level 3 (SA3),Holdfast Bay,2019,Females,195,"18,654",1045.4,406.7,0.93,44,22.6,162.9,529,32.7,20,45.5,84.6,88.5
LGA14850,Local Government Area (LGA),Lismore,2021,Females,203,"22,377",905.4,515.5,1.21,59,29.0,185.2,750,36.9,30,50.8,102.0,85.2
SA312504,Statistical Area Level 3 (SA3),Parramatta,2021,Persons,826,"153,321",538.7,544.6,1.07,252,30.5,192.3,"4,045",27.9,116,46.0,87.8,82.8
SA320403,Statistical Area Level 3 (SA3),Wodonga - Alpine,2020,Females,238,"38,087",624.9,382.1,0.93,62,26.1,119.6,758,21.8,36,58.1,63.7,83.3
PHN999,Primary Health Network (PHN),Australia (total),2022,Persons,"190,939","26,014,399",734.0,548.4,1.0,"60,638",31.8,207.4,"944,509",39.3,"28,935",47.7,101.6,82.2
SA4106,Statistical Area Level 4 (SA4),Hunter Valley exc Newcastle,2020,Females,917,"143,486",639.1,429.5,1.05,285,31.1,163.0,"4,066",30.9,132,46.3,78.6,84.1
SA360103,Statistical Area Level 3 (SA3),Hobart - North West,2022,Females,276,"29,761",927.4,575.6,1.25,82,29.7,245.0,"1,215",45.3,42,51.2,126.6,82.8
PHN302,Primary Health Network (PHN),Brisbane South,2023,Females,"3,535","643,098",549.7,441.5,1.02,968,27.4,143.9,"15,528",25.9,463,47.8,69.2,84.1
SA340301,Statistical Area Level 3 (SA3),Holdfast Bay,2021,Males,167,"17,197",971.1,545.7,0.91,64,38.3,257.0,798,52.0,32,50.0,139.1,79.9
SA311201,Statistical Area Level 3 (SA3),Richmond Valley - Coastal,2021,Persons,744,"87,664",848.7,499.3,0.98,219,29.4,186.8,"3,385",42.7,92,42.0,86.9,83.0
LGA24210,Local Government Area (LGA),Manningham,2019,Males,467,"61,834",755.3,460.0,0.74,103,22.1,150.5,"1,658",29.8,52,50.5,77.3,83.4
SA330604,Statistical Area Level 3 (SA3),Port Douglas - Daintree,2021,Females,34,"6,061",561.0,472.8,1.11,11,32.4,,112,19.8,5,45.5,,81.0
LGA42030,Local Government Area (LGA),Gawler,2021,Persons,255,"25,324",1008.7,586.7,1.16,64,24.9,205.1,790,34.7,25,38.8,81.4,83.5
LGA22830,Local Government Area (LGA),Greater Shepparton,2023,Females,246,"34,676",709.9,423.3,0.98,62,25.3,158.7,"1,064",34.0,33,53.1,89.6,85.2
SA321203,Statistical Area Level 3 (SA3),Casey - South,2019,Persons,683,"211,068",323.6,513.7,0.98,308,45.1,181.6,"6,442",31.5,155,50.3,89.1,77.4
SA4206,Statistical Area Level 4 (SA4),Melbourne - Inner,2021,Females,"1,362","320,251",425.3,387.3,0.91,394,28.9,139.5,"7,262",24.0,180,45.7,63.0,84.7
SA350602,Statistical Area Level 3 (SA3),Belmont - Victoria Park,2022,Males,264,"40,476",652.2,693.3,1.07,117,44.3,290.9,"1,858",48.2,53,45.3,131.5,77.3
LGA58570,Local Government Area (LGA),Vincent,2022,Females,136,"19,043",713.5,553.8,1.2,25,18.6,140.4,241,13.4,9,34.5,,87.7
SA310704,Statistical Area Level 3 (SA3),Wollongong,2022,Males,596,"67,692",880.5,669.8,1.04,195,32.7,259.7,"2,676",42.8,94,48.2,127.3,81.1
LGA36720,Local Government Area (LGA),Sunshine Coast,2019,Females,"1,164","170,258",683.7,396.1,0.91,294,25.3,133.4,"4,127",26.8,129,43.9,62.6,85.1
SA311904,Statistical Area Level 3 (SA3),Kogarah - Rockdale,2021,Males,495,"73,205",676.2,526.2,0.88,139,28.1,186.5,"1,991",29.2,72,51.8,96.7,83.8
LGA58470,Local Government Area (LGA),Upper Gascoyne,2019,Males,0,86,,,,,,,,,,,,
LGA14920,Local Government Area (LGA),Liverpool Plains,2023,Males,46,"3,898",1180.1,784.1,1.3,23,50.0,459.7,324,92.6,10,43.5,,76.0
SA330204,Statistical Area Level 3 (SA3),Sandgate,2023,Persons,477,"63,680",749.1,552.5,1.08,151,31.7,219.9,"2,493",42.6,71,47.0,105.8,81.7
SA330602,Statistical Area Level 3 (SA3),Cairns - South,2019,Persons,698,"106,253",656.9,628.2,1.2,342,49.0,302.2,"6,304",62.6,197,57.6,176.6,75.5
SA330304,Statistical Area Level 3 (SA3),Nathan,2023,Males,94,"21,263",442.1,486.2,0.8,32,34.0,178.2,462,22.9,20,62.5,108.8,79.7
SA320502,Statistical Area Level 3 (SA3),Gippsland - East,2019,Males,278,"23,541",1180.9,696.3,1.13,122,43.9,374.6,"1,777",85.3,58,47.5,198.6,76.8
SA310201,Statistical Area Level 3 (SA3),Gosford,2023,Females,887,"92,586",958.0,445.8,1.03,180,20.3,142.0,"2,128",26.3,68,37.8,59.9,85.7
LGA21830,Local Government Area (LGA),Corangamite,2022,Males,84,"8,091",1040.5,646.9,1.0,31,37.0,294.5,482,66.5,16,51.7,,79.3
LGA40430,Local Government Area (LGA),Barunga West,2022,Males,19,"1,381",1348.0,,,5,29.4,,54,43.8,2,,,80.2
SA350605,Statistical Area Level 3 (SA3),Kalamunda,2022,Females,191,"30,697",622.2,388.6,0.84,50,26.2,140.1,909,32.7,23,46.0,71.7,83.8
SA4308,Statistical Area Level 4 (SA4),Central Queensland,2022,Persons,"1,694","234,166",723.4,631.4,1.15,645,38.1,245.8,"11,280",51.5,336,52.1,131.9,79.4
SA340402,Statistical Area Level 3 (SA3),Port Adelaide - West,2023,Females,250,"32,525",768.6,459.7,1.07,64,25.6,149.0,846,28.5,27,42.2,65.0,85.7
SA340703,Statistical Area Level 3 (SA3),Murray and Mallee,2021,Females,300,"35,269",850.6,439.5,1.03,86,28.7,178.9,"1,212",38.8,45,52.3,97.9,84.0
SA321305,Statistical Area Level 3 (SA3),Wyndham,2021,Males,509,"152,830",333.0,654.6,1.1,283,55.6,262.0,"5,039",33.7,134,47.3,118.0,73.0
SA311603,Statistical Area Level 3 (SA3),Mount Druitt,2021,Persons,676,"116,792",578.8,653.0,1.29,311,46.0,281.2,"5,559",49.8,140,45.0,127.1,76.9
LGA10750,Local Government Area (LGA),Blacktown,2020,Females,823,"195,089",421.7,462.7,1.13,307,37.3,169.0,"5,628",30.2,142,46.3,78.0,82.0
SA380103,Statistical Area Level 3 (SA3),Canberra East,2022,Males,7,"1,345",520.4,,,5,,,72,56.4,4,,,
LGA17640,Local Government Area (LGA),Upper Lachlan Shire,2022,Persons,68,"8,559",790.8,510.5,0.93,28,41.7,224.5,363,46.5,11,37.5,,79.3
LGA35670,Local Government Area (LGA),Napranum,2022,Persons,6,918,607.2,,,4,,,61,69.2,2,,,
LGA52170,Local Government Area (LGA),Cottesloe,2020,Males,31,"4,179",739.0,533.8,0.92,10,33.9,,174,45.4,5,49.9,,79.5
PHN307,Primary Health Network (PHN),Northern Queensland,2020,Persons,"4,392","708,955",619.5,565.2,1.15,"1,896",43.2,239.1,"32,933",49.4,984,51.9,127.3,78.0
SA320503,Statistical Area Level 3 (SA3),Gippsland - South West,2020,Males,339,"34,197",991.3,578.1,0.99,120,35.4,230.8,"1,651",53.9,61,50.8,126.6,79.6
LGA99999,Local Government Area (LGA),Australia (total),2022,Males,"99,924","12,910,149",774.0,646.9,1.0,"37,246",37.3,261.2,"587,915",48.9,"18,357",49.3,131.9,79.7
SA331003,Statistical Area Level 3 (SA3),Ipswich Inner,2020,Females,348,"58,641",593.4,486.6,1.19,120,34.5,200.2,"2,351",43.0,61,50.8,102.4,80.9
LGA40430,Local Government Area (LGA),Barunga West,2021,Persons,34,"2,666",1276.3,734.1,1.45,13,38.6,,215,90.8,6,48.0,,80.1
SA310103,Statistical Area Level 3 (SA3),Snowy Mountains,2019,Males,94,"10,495",895.7,718.6,1.16,33,35.1,271.8,593,61.0,18,54.5,,83.7
SA4216,Statistical Area Level 4 (SA4),Shepparton,2023,Females,619,"69,314",893.0,468.3,1.09,171,27.6,190.6,"2,310",37.6,84,49.1,95.6,84.2
LGA55740,Local Government Area (LGA),Mosman Park,2021,Females,25,"5,000",493.8,313.7,0.73,5,20.7,,47,10.3,2,,,83.5
SA330604,Statistical Area Level 3 (SA3),Port Douglas - Daintree,2021,Males,60,"6,295",953.1,703.2,1.18,32,53.3,363.5,475,81.8,17,53.1,,74.3
LGA57840,Local Government Area (LGA),South Perth,2019,Males,173,"21,967",786.9,666.8,1.08,47,27.2,191.7,732,35.6,19,40.4,,82.8
LGA40070,Local Government Area (LGA),Adelaide,2020,Males,49,"13,315",368.0,394.3,0.68,23,46.9,171.4,442,34.9,11,47.8,,75.3
STE07,State and territory,Australian Capital Territory,2022,Females,"1,264","231,316",546.4,450.7,0.98,353,27.9,150.0,"5,684",26.3,154,43.6,67.1,83.9
LGA51820,Local Government Area (LGA),Cockburn,2019,Females,264,"58,244",453.2,409.1,0.93,79,29.9,136.2,"1,278",23.2,42,52.8,73.8,84.5
LGA14650,Local Government Area (LGA),Lake Macquarie,2019,Persons,"1,932","209,444",922.5,573.9,1.1,611,31.6,241.2,"9,477",49.9,287,46.9,119.9,83.0
LGA51860,Local Government Area (LGA),Cocos Islands,2022,Females,2,296,675.7,,,1,,,29,102.1,0,,,
LGA44620,Local Government Area (LGA),Mount Gambier,2020,Persons,234,"27,542",848.2,560.6,1.14,79,33.7,240.1,"1,061",42.3,36,45.3,113.6,80.7
LGA51680,Local Government Area (LGA),Chittering,2021,Males,11,"3,107",354.0,,,4,36.4,,103,35.4,3,,,78.3
SA321303,Statistical Area Level 3 (SA3),Maribyrnong,2019,Males,265,"45,135",587.1,780.9,1.26,115,43.4,318.2,"2,102",48.3,62,53.9,170.2,78.9
SA4210,Statistical Area Level 4 (SA4),Melbourne - North West,2019,Males,"1,113","209,210",532.0,557.2,0.9,446,40.1,229.9,"8,913",44.9,232,52.0,119.0,79.2
LGA34530,Local Government Area (LGA),Livingstone,2019,Males,153,"19,862",770.3,645.0,1.04,67,43.8,270.9,"1,039",56.1,36,53.7,152.2,78.1
LGA54480,Local Government Area (LGA),Kent,2022,Males,1,278,248.9,,,0,,,2,6.6,0,,,
GCC4RSAU,Greater Capital City Statistical Areas (GCCSA),Rest of SA,2021,Females,"1,776","195,885",906.7,480.3,1.12,467,26.3,179.6,"7,200",41.4,224,48.0,89.7,84.4
STE07,State and territory,Australian Capital Territory,2019,Females,"1,044","220,508",473.5,413.0,0.94,263,25.2,118.1,"4,102",19.8,114,43.3,51.1,85.4
LGA43220,Local Government Area (LGA),Kimba,2019,Females,3,502,688.3,,,0,,,9,20.5,0,,,
PHN401,Primary Health Network (PHN),Adelaide,2023,Females,"5,252","674,102",779.2,445.4,1.03,"1,227",23.4,153.6,"16,930",27.9,513,41.8,66.5,85.6
LGA59370,Local Government Area (LGA),York,2021,Persons,37,"3,558",1040.1,484.8,0.96,11,30.9,,137,44.5,7,58.8,,83.3
SA330904,Statistical Area Level 3 (SA3),Gold Coast Hinterland,2023,Persons,107,"20,966",510.4,393.4,0.77,39,36.4,165.3,722,37.7,22,56.4,111.5,80.3
LGA51260,Local Government Area (LGA),Busselton,2022,Females,165,"21,908",754.0,395.2,0.86,33,20.0,104.1,368,18.8,14,42.4,,85.6
LGA51710,Local Government Area (LGA),Christmas Island,2020,Males,0,"1,055",,,,,,,,,,,,
LGA60810,Local Government Area (LGA),Central Coast (Tas.),2020,Females,109,"11,686",930.9,491.6,1.2,30,27.9,177.5,349,33.6,19,62.4,,84.3
LGA65010,Local Government Area (LGA),Southern Midlands,2022,Persons,49,"6,879",710.7,556.0,1.01,26,53.1,277.7,302,47.3,16,61.5,,74.6
SA351104,Statistical Area Level 3 (SA3),Mid West,2020,Females,184,"27,693",664.4,492.1,1.2,67,36.4,207.9,"1,116",43.6,32,47.8,101.6,81.6
LGA56620,Local Government Area (LGA),Ngaanyatjarraku,2021,Males,4,900,410.0,,,3,,,84,94.8,2,,,
LGA21110,Local Government Area (LGA),Boroondara,2020,Females,551,"91,989",599.0,314.5,0.77,80,14.5,74.8,"1,135",13.6,38,47.5,35.9,89.6
SA321601,Statistical Area Level 3 (SA3),Campaspe,2022,Females,231,"19,569",1180.4,528.0,1.15,38,16.5,139.2,520,30.3,25,65.8,100.3,86.3
REM9,Remoteness area,Australia (total),2020,Persons,"161,300","25,649,248",628.9,491.1,1.0,"54,927",34.1,192.6,"880,379",36.9,"27,398",49.9,98.7,81.7
LGA45400,Local Government Area (LGA),Orroroo Carrieton,2022,Persons,12,880,1390.0,,,4,36.7,,74,96.0,2,,,81.5
SA312202,Statistical Area Level 3 (SA3),Pittwater,2020,Persons,451,"64,024",704.4,416.1,0.85,131,29.0,150.0,"1,637",28.3,62,47.3,75.0,84.1
LGA51470,Local Government Area (LGA),Carnamah,2020,Males,2,302,738.0,,,1,,,12,44.9,1,,,
LGA63410,Local Government Area (LGA),King Island,2021,Females,8,769,1040.3,,,2,,,4,5.7,2,,,
LGA55810,Local Government Area (LGA),Mount Magnet,2019,Males,1,397,316.5,,,1,,,15,38.9,0,,,
LGA99999,Local Government Area (LGA),Australia (total),2023,Females,"86,951","13,420,187",647.9,430.9,1.0,"22,513",25.9,147.5,"341,630",27.8,"10,307",45.8,69.2,84.6
SA330602,Statistical Area Level 3 (SA3),Cairns - South,2022,Males,448,"53,858",831.8,773.5,1.2,213,47.5,358.4,"3,892",76.8,100,46.9,173.0,75.8
LGA36300,Local Government Area (LGA),Richmond,2021,Females,2,373,592.5,,,1,,,13,38.4,0,,,
SA321303,Statistical Area Level 3 (SA3),Maribyrnong,2023,Males,246,"46,449",529.6,687.1,1.14,115,46.7,299.7,"1,752",39.2,59,51.3,149.7,76.4
SA321601,Statistical Area Level 3 (SA3),Campaspe,2020,Males,213,"19,097",1115.4,698.1,1.2,79,37.1,319.5,"1,118",65.2,43,54.4,192.3,80.2
SA331608,Statistical Area Level 3 (SA3),Noosa Hinterland,2020,Males,64,"12,010",532.9,396.7,0.68,35,54.7,229.3,602,54.5,19,54.3,,72.5
LGA26980,Local Government Area (LGA),Whitehorse,2022,Males,643,"84,007",765.6,525.3,0.81,143,22.3,161.5,"2,035",26.3,72,50.0,81.7,85.4
LGA53710,Local Government Area (LGA),Goomalling,2019,Persons,9,"1,004",941.5,,,4,,,50,54.4,2,,,
SA321701,Statistical Area Level 3 (SA3),Glenelg - Southern Grampians,2022,Males,225,"18,124",1241.4,746.5,1.15,88,39.1,353.7,"1,336",82.4,48,54.5,209.7,78.7
STE06,State and territory,Tasmania,2020,Females,"2,051","281,597",728.3,441.2,1.08,584,28.5,160.0,"8,185",32.0,301,51.5,85.4,84.2
SA360301,Statistical Area Level 3 (SA3),Central Highlands (Tas.),2020,Persons,87,"12,452",698.7,574.6,1.17,49,56.3,278.4,727,62.2,26,53.1,147.0,72.2
LGA24130,Local Government Area (LGA),Macedon Ranges,2019,Males,166,"24,853",667.6,596.8,0.97,70,42.2,234.4,"1,138",48.9,42,60.0,145.3,77.7
SA360401,Statistical Area Level 3 (SA3),Burnie - Ulverstone,2022,Females,269,"26,289",1023.2,558.9,1.21,86,32.0,238.4,"1,095",46.8,41,47.7,114.9,81.9
LGA63410,Local Government Area (LGA),King Island,2021,Persons,18,"1,652",1089.6,,,6,33.3,,74,49.3,3,,,80.0
SA8888,Statistical Area Level 4 (SA4),Unknown/missing,2019,Males,434,,,,,,,,,,,,,
SA311703,Statistical Area Level 3 (SA3),Sydney Inner City,2020,Males,431,"122,699",351.3,513.2,0.88,249,57.8,240.9,"4,626",38.9,138,55.4,127.4,72.0
LGA51960,Local Government Area (LGA),Coolgardie,2023,Males,16,"2,057",770.7,,,11,70.0,,223,113.5,6,57.1,,68.0
SA4501,Statistical Area Level 4 (SA4),Bunbury,2019,Females,555,"95,388",581.8,401.1,0.92,157,28.3,128.8,"2,215",25.2,80,51.0,69.3,83.5
SA350703,Statistical Area Level 3 (SA3),Kwinana,2020,Females,104,"22,373",464.8,596.9,1.46,55,52.9,291.8,767,35.7,23,41.8,118.8,74.0
